direccion,latitude,longitude,numero,compromiso,accion,eje,Area temática,anio,Barrio,Comuna,descripcion
PASAJE L ENTRE LAGUNA Y LACARRA 0000,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº: 19 - DE 19 JOSE MARTI,Integración Social,2019,2019,,,
Mariano Acosta 2976,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 21 DE 19 Guillermo José Barros,Integración Social,2019,2019,,,
Mom 2385,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 22 DE 19 Juana Azurduy,Integración Social,2019,2019,,,
Larrazabal  1021,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  Esc. N° 9 DE 20 JOSE MARIA TORRES,Integración Social,2019,2019,,,
Cafayate 5388,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 15 DE 21 Dr. Carlos Alberto Veronelli,Integración Social,2019,2019,,,
Pola y Cruz,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en Esc. Primaria Nº 19 DE 21 Hermanos Latinoamericanos,Integración Social,2019,2019,,,
Av. Callao 450,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  ENS Nº 9 Domingo Faustino Sarmiento,Integración Social,2019,2019,,,
Libertad 1257,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en COLEGIO Nº 02 DOMINGO FAUSTINO SARMIENTO DE 01,Integración Social,2019,2019,,,
Av.Antartida y Letonia,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE EDUC. MEDIA Nº 06 PADRE CARLOS MUGICA DE 01,Integración Social,2019,2019,,,
Av.Rivadavia 3577,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en COLEGIO Nº 03 MARIANO MORENO DE 02,Integración Social,2019,2019,,,
Güemes 3859,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  ENS Nº 6 Vicente López y Planes,Integración Social,2019,2019,,,
Benito  Quinquela  M.1649,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en COLEGIO Nº 11 HIPOLITO YRIGOYEN DE 04,Integración Social,2019,2019,,,
Peru 1357,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE COM. Nº 27 ANTARTIDA ARGENTINA DE 03,Integración Social,2019,2019,,,
Palos y Blanes,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESCUELA DE EDUCACION MEDIA Nº 3 DE 4,Integración Social,2019,2019,,,
Montesquieu e Iriarte,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. EI N° 12 DE 05,Integración Social,2019,2019,,,
Av. Jujuy 150,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en BACH. CON ORIENTACIÓN ARTISTICA Nº 04 XUL SOLAR DE 06,Integración Social,2019,2019,,,
Av.Gaona 1502,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. SUP. DE COM. Nº 03 HIPOLITO VIEYTES DE 07,Integración Social,2019,2019,,,
Yerbal 25,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en EEM Nº 1 DE 07,Integración Social,2019,2019,,,
Carlos E.Zuberbuhler 1850,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en COLEGIO Nº 08 JULIO A. ROCA DE 10,Integración Social,2019,2019,,,
Av.Monroe 3061,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE COM. Nº 07 MANUEL BELGRANO DE 10,Integración Social,2019,2019,,,
Carabobo 286,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. TEC. Nº 18 JOSE ANTONIO ALVAREZ CONDARCO DE 11,Integración Social,2019,2019,,,
Av.Lacarra y Bilbao,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE EDUC. MEDIA Nº 02 DE 13,Integración Social,2019,2019,,,
Porcel de Peralta 1437,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  ESCUELA DE EDUCACIÓN MEDIA Nº 02 RUMANIA DE 17,Integración Social,2019,2019,,,
Mercedes 4002,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE EDUC. MEDIA Nº 03 ANTONIO DEVOTO DE 17,Integración Social,2019,2019,,,
Morón 4149,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en COLEGIO Nº 18 DR ALBERTO LARROQUE DE 18,Integración Social,2019,2019,,,
Av.Saenz 631,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE EDUC. MEDIA N° 04 HOMERO MANZI DE 19,Integración Social,2019,2019,,,
Zuviría 6550,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE COM. Nº 22 GUSTAVO MARTINEZ ZUVIRIA DE 06,Integración Social,2019,2019,,,
Cañada de Gomez 3850,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESCUELA DE EDUCACIÓN MEDIA Nº 02 DE 20,Integración Social,2019,2019,,,
Larrazabal 5140,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE COM. Nº 35 LEOPOLDO MARECHAL DE 21,Integración Social,2019,2019,,,
BARROS PAZOS 5250,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en EEM Nº 01 DE 21,Integración Social,2019,2019,,,
Av.Escalada 2890,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESCUELA DE COMERCIO Nº 06 AMERICA DE 13,Integración Social,2019,2019,,,
Acassuso 5680,-35,-59,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESC. DE COM. Nº 32 JOSE LEON SUAREZ DE 13,Integración Social,2019,2019,,,
Berón de Astrada 6351,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en ESCUELA DE EDUCACIÓN MEDIA Nº 05 JUAN MANUEL FANGIO DE 21,Integración Social,2019,2019,,,
Av. Riestra 5030,-35,-58,22,Jornada extendida para todos los chicos entre 11 y 14 años (2019),Jornada Extendida en  ESC. N° 4 DE 21 PROVINCIA DE TUCUMAN,Integración Social,2019,2019,,,
IGUAZU Y USPALLATA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE PATRICIOS (21),Escala Humana,,2019,PARQUE PATRICIOS,4,
REGIMIENTO DE PATRICIOS Y ARAOZ DE LAMADRID,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MINISTERIO DE JUSTICIA Y SEGURIDAD (126),Escala Humana,,2019,BARRACAS,4,
SENILLOSA 1905 Y ZAÑARTU,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SENILLOSA (67),Escala Humana,,2019,PARQUE CHACABUCO,7,
AVELINO DIAZ 499 Y DOBLAS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AVELINO DIAZ (97),Escala Humana,,2019,PARQUE CHACABUCO,7,
PERDRIEL Y FINOCHIETTO ENRIQUE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL BRITANICO (138),Escala Humana,,2019,BARRACAS,4,
PINZON 469 Y MARTIN RODRIGUEZ,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PINZON (176),Escala Humana,,2019,BOCA,4,
15 DE NOVIEMBRE DE 1889 2687 ENTRE CATAMARCA Y JUJUY,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - 15 DE NOVIEMBRE (105),Escala Humana,,2019,PARQUE PATRICIOS,4,
SALCEDO 3401 Y VIRREY LINIERS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VIRREY LINIERS (139),Escala Humana,,2019,BOEDO,5,
SALCEDO 2908 Y DEAN FUNES,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SALCEDO (92),Escala Humana,,2019,PARQUE PATRICIOS,4,
RUY DIAZ DE GUZMAN Y AV. MARTIN GARCIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RUY DIAZ DE GUZMAN (73),Escala Humana,,2019,BARRACAS,4,
JUAN MANUEL BLANES 383,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JUAN MANUEL BLANES (153),Escala Humana,,2019,BOCA,4,
CONSTITUCION 4101 Y TREINTA Y TRES ORIENTALES,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - TREINTA Y TRES ORIENTALES (49),Escala Humana,,2019,BOEDO,5,
CAFFARENA AGUSTIN Y DON PEDRO DE MENDOZA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - USINA DEL ARTE (108),Escala Humana,,2019,BOCA,4,
AV MARTIN GARCIA E IRALA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE LEZAMA (6),Escala Humana,,2019,SAN TELMO,1,
BRASIL Y DEFENSA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BRASIL (172),Escala Humana,,2019,SAN TELMO,1,
DOBLAS 608 Y VALLE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - DOBLAS (80),Escala Humana,,2019,CABALLITO,6,
CARLOS CALVO ENTRE VIRREY LINIERS Y SANCHEZ DE LORIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA BOEDO (28),Escala Humana,,2019,BOEDO,5,
HOSPITAL FRANCES: CARLOS CALVO Y LA RIOJA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL FRANCES (146),Escala Humana,,2019,SAN CRISTOBAL,3,
AV SAN JUAN 632,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA CECILIA GRIERSON (173),Escala Humana,,2019,SAN TELMO,1,
SAAVEDRA 1027 ENTRE CARLOS CALVO Y HUMBERTO 1Ñ,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SAAVEDRA (86),Escala Humana,,2019,SAN CRISTOBAL,3,
CARLOS CALVO Y SARANDI,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CARLOS CALVO (93),Escala Humana,,2019,SAN CRISTOBAL,3,
GUAYAQUIL 213 Y DOBLAS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GUAYAQUIL (87),Escala Humana,,2019,CABALLITO,6,
ROSARIO VERA PEÑALOZA Y OLGA COSSETTINI,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VERA PEÑALOZA (150),Escala Humana,,2019,PUERTO MADERO,1,
ESTADOS UNIDOS ENTRE AZOPARDO Y HUERGO AV,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FACULTAD DE INGENIERIA (164),Escala Humana,,2019,SAN TELMO,1,
"AGRELO ENTRE  GRAL. URQUIZA, Y GRAL. LA RIOJA",-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL RAMOS MEJIA (120),Escala Humana,,2019,BALVANERA,3,
PASCO 708 ENTRE CHILE Y AV INDEPENDENCIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PASCO (91),Escala Humana,,2019,BALVANERA,3,
VERA PEÑALOSA ENTRE CALABRIA Y JULIETA LANTERI,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JULIETA LANTERI (152),Escala Humana,,2019,PUERTO MADERO,1,
AV. INDEPENDENCIA Y 9 DE JULIO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - INDEPENDENCIA (18),Escala Humana,,2019,MONSERRAT,1,
SAAVEDRA Y MEXICO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MEXICO (118),Escala Humana,,2019,BALVANERA,3,
PERU 726,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CHILE (46),Escala Humana,,2019,SAN TELMO,1,
BALCARCE 683 ENTRE CHILE Y DEFENSA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BALCARCE (81),Escala Humana,,2019,MONSERRAT,1,
MOREAU DE JUSTO 1500,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PUERTO MADERO - UCA (10),Escala Humana,,2019,PUERTO MADERO,1,
LIMA Y MEXICO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LIMA (149),Escala Humana,,2019,MONSERRAT,1,
VENEZUELA 2091 Y RINCON,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RINCON (106),Escala Humana,,2019,BALVANERA,3,
BALCARCE 482 ENTRE BELGRANO Y VENEZUELA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BELGRANO (57),Escala Humana,,2019,MONSERRAT,1,
MISIONES ENTRE ADOLFO ALSINA Y MORENO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MISIONES  (88),Escala Humana,,2019,BALVANERA,3,
9 DE JULIO Y MORENO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - 9 DE JULIO (112),Escala Humana,,2019,MONSERRAT,1,
PICHINCHA ENTRE ADOLFO ALSINA Y MORENO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA PRIMERO DE MAYO (75),Escala Humana,,2019,BALVANERA,3,
DON BOSCO Y VIRREY LINIERS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - DON BOSCO (134),Escala Humana,,2019,ALMAGRO,5,
AZUCENA VILLAFLOR 553 ENTRE CALABRIA Y AIME PAINE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AIME PAINE (151),Escala Humana,,2019,PUERTO MADERO,1,
AZUCENA VILLAFLOR Y PIERINA DEALESSI,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AZUCENA VILLAFLOR (79),Escala Humana,,2019,PUERTO MADERO,1,
MORENO 834 ENTRE TACUARI Y PIEDRAS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MORENO (98),Escala Humana,,2019,MONSERRAT,1,
SARANDI ENTRE ADOLFO ALSINA E HIPOLITO YRIGOYEN,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SARANDI (77),Escala Humana,,2019,BALVANERA,3,
AV. ING.HUERGO Y AV. BELGRANO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ADUANA (3),Escala Humana,,2019,MONSERRAT,1,
BOLIVAR ENTRE ADOLFO ALSINA Y MORENO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - COLEGIO NACIONAL BUENOS AIRES (47),Escala Humana,,2019,MONSERRAT,1,
ADOLFO ALSINA Y BERNARDO DE IRIGOYEN,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ALSINA (24),Escala Humana,,2019,MONSERRAT,1,
PERU Y DIAGONAL SUR,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LEGISLATURA (EX PLAZA DE MAYO) (16),Escala Humana,,2019,MONSERRAT,1,
AV. HIPOLITO YRIGOYEN Y VIRREY CEBALLOS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CONGRESO (8),Escala Humana,,2019,MONSERRAT,1,
PLAZA MISERERE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ONCE (13),Escala Humana,,2019,BALVANERA,3,
BALCARCE 101 ENTRE AV. HIPOLITO YRIGOYEN Y ALSINA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MINISTERIO DE ECONOMIA (61),Escala Humana,,2019,MONSERRAT,1,
PATRICIAS ARGENTINAS Y CARLOS FINLAY,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE CENTENARIO (29),Escala Humana,,2019,CABALLITO,6,
ESMERALDA Y RIVADAVIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PIEDRAS (37),Escala Humana,,2019,SAN NICOLAS,1,
SAN MARTIN Y RIVADAVIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CATEDRAL (32),Escala Humana,,2019,SAN NICOLAS,1,
SANCHEZ DE BUSTAMANTE Y PERON JUAN,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SANCHEZ DE BUSTAMANTE (52),Escala Humana,,2019,ALMAGRO,5,
DR. RODOLFO RIVAROLA 175 ENTRE TTE. GRAL. JUAN DOMINGO PERON Y BARTOLOME MITRE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RIVAROLA (68),Escala Humana,,2019,SAN NICOLAS,1,
PLAZA ALMAGRO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA ALMAGRO (17),Escala Humana,,2019,ALMAGRO,5,
AV. 9 DE JULIO Y TTE. GRAL JUAN DOMINGO PERON,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - OBELISCO (7),Escala Humana,,2019,SAN NICOLAS,1,
PERON JUAN ENTRE 25 DE MAYO Y RECONQUISTA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PERON (48),Escala Humana,,2019,SAN NICOLAS,1,
MAIPU Y SARMIENTO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MAIPU (36),Escala Humana,,2019,SAN NICOLAS,1,
MACACHA GUEMES Y JUANA MANSO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MACACHA GUEMES (111),Escala Humana,,2019,PUERTO MADERO,1,
BILLINGHURST 455 Y VALENTIN GOMEZ,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BILLINGHURST Y VALENTIN GOMEZ (143),Escala Humana,,2019,ALMAGRO,5,
"SARMIENTO 481, ENTRE RECONQUISTA Y SAN MARTIN",-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SARMIENTO (40),Escala Humana,,2019,SAN NICOLAS,1,
PLAZA HIPOLITO BOUCHARD - AV EDUARDO MADERO Y PERON JUAN,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA HIPOLITO BOUCHARD (128),Escala Humana,,2019,SAN NICOLAS,1,
ESMERALDA Y AV CORRIENTES,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ESMERALDA Y CORRIENTES (175),Escala Humana,,2019,SAN NICOLAS,1,
PADILLA Y WARNES AV,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PADILLA (31),Escala Humana,,2019,VILLA CRESPO,15,
AV CORRIENTES Y SAN MARTIN,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CORRIENTES (132),Escala Humana,,2019,SAN NICOLAS,1,
LAVALLE ENTTRE MONTEVIDEO Y PARANA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARANA (83),Escala Humana,,2019,SAN NICOLAS,1,
AV. ROQUE SAENZ PEÑA 1149 ENTRE LIBERTAD Y CERRITO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CERRITO (71),Escala Humana,,2019,SAN NICOLAS,1,
AYACUCHO 595 ENTRE TUCUMAN Y LAVALLE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LAVALLE (84),Escala Humana,,2019,BALVANERA,3,
ESMERALDA 510,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ESMERALDA (95),Escala Humana,,2019,SAN NICOLAS,1,
HUMAHUACA 3918,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HUMAHUACA (161),Escala Humana,,2019,ALMAGRO,5,
BOULOGNE SUR MER Y TUCUMAN,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PUEYRREDON (144),Escala Humana,,2019,BALVANERA,3,
